Date,Location,Aircraft Type/ Registration,Fatalities
23 Jun 1978,Saint John's- NewfoundlandGander Aviation,Beech Queen Air A80C-GGAL,10/10(0)
26 Jun 1978,Off Bergen- NorwayHelikopter Service,Sikorsky S-61NLN-OQS,18/18(0)
26 Jun 1978,Toronto- CanadaAir Canada,McDonnell Douglas DC-9-32C-FTLV,2/107(0)
24 Jul 1978,Near Nairobi- KenyaAmphibians,Britten Norman BN-2A Trislander Mk.III-25Y-CMC,5/11(0)
14 Aug 1978,Sogamoso- BoliviaAeropeca,Curtiss C-46HK-1350,18/18(0)
25 Aug 1978,Laboucher Bay- AlaskaWebber Air - Air Taxi,Grumman G-21 GooseN1045,12/12(0)
25 Aug 1978,Raton- New MexicoAir Taxi,Mitsubishi MU-2JN178MA,6/6(0)
26 Aug 1978,Papun- BurmaBurma Airways,de Havilland Canada DHC-6 Twin Otter 300XY-AEI,14/14(0)
30 Aug 1978,Las Vegas- NevadaLas Vegas Airlines,Piper PA-31-350 ChieftainN44LV,10/10(0)
02 Sep 1978,Atlantic OceanAntillies Air - Air Taxi,Grumman G-21AN7777V,4/11(0)
03 Sep 1978,Near Kariba- Rhodesia (Zimbabwe)Air Rhodesia,Vickers Viscount 782DVP-WAS,38/56(0)
03 Sep 1978,Coal Harbour- BC- CanadaAirWest Airlines,de havilland Canada Twin Otter 200C-FAIV,11/13(0)
03 Sep 1978,Conakry- GuineaAir Guinee,Ilyushin IL-183X-GAX,15/17(0)
09 Sep 1978,Near Mexico City- MexicoLineas Areas del Centro,de Havilland Canada DHC-6 Twin Otter 100XA-BOP,18/21(0)
09 Sep 1978,Savoy- IllinoisAir Taxi,Piper PA-31N26AN,6/6(0)
09 Sep 1978,Wrangell- AlaskaTemesco Helicopter - Air Taxi,Soloy 12EJ3N5384V,3/3(0)
13 Sep 1978,Whittier- AKAlaska Travel,de Havilland DHC-2N37741,6/6(0)
14 Sep 1978,Paranaque- PhilippinesMilitary - Philippine Air Force,Fokker F-27 Friendship 200PH-FKY,21/28(12)
17 Sep 1978,Atlantic OceanViking Air Service - Air Taxi,Cessna 411N1EC,3/3(0)
25 Sep 1978,San Diego- CaliforniaPacific Southwest Airlines / Private,Boeing B-727-214 / Cessna 172N533PS/N7711G,137/137(7)
25 Sep 1978,Monroe- MassachusettsBusiness Aircraft - Air Taxi,Cessna 310NN4121Q,3/3(0)
26 Sep 1978,San Juan- Puerto RicoFrancisco Cruz,Beech D18ASN500L,6/6(0)
03 Oct 1978,Near Kuopio- FinlandMilitary - Finish Air Force,Douglas C-47A-1-DKDO-10,15/15(0)
03 Oct 1978,Near Mandalay- MyanmarBurma Airways,Fokker F-27 Friendship 600XY-ADY,2/44(0)
06 Oct 1978,Santiago de Chile- ChileMilitary - US Navy,Douglas R6D-1 (DC-6)131618,18/18(?)
07 Oct 1978,Sverdlovsk- RussiaAeroflot,Yakovlev YAK-40CCCP-87437,38/38(0)
08 Oct 1978,Kenai- AlaskaEra Helicopter - Air Taxi,Bell 205-1N2215W,2/7(0)
22 Oct 1978,Off Bellona- Solomon IslandsSolomon Islands Airlines,Britten Norman BN-2A TrislanderH4-AAC,11/11(0)
23 Oct 1978,Gulf of Sivash- USSRAeroflot,Antonov AN-24BCCCP-46327,26/26(0)
24 Oct 1978,Torreon- New MexicoDon Zimmerman - Air Taxi,Beechcraft 65-80N866G,4/4(0)
31 Oct 1978,Belém- BrazilTaxi Aéreo Kovacs,Cessna 402PT-JXL,9/9(0)
05 Nov 1978,Off Alexandria- EgyptNile Delta Air Services,Douglas DC-3SU-AZM,18/18(0)
13 Nov 1978,Lubbox- TexasAstrd Wing Aviaiton - Air Taxi,Cessna 310JN310BJ,2/2(0)
15 Nov 1978,Near Katunayake- Sri LankaLoftleidir Icelandic Airlines,McDonnell Douglas DC-8-Super 63CFTF-FLA,183/262(0)
16 Nov 1978,Hays- KansasFestus Flying Service - Air Taxi,Beechcraft G18SN910PC,2/2(0)
18 Nov 1978,Off Marie Galante Island- West IndiesAir Guadeloupe,de Havilland Canada DHC-6 Twin Otter 300F-OGHD,15/20(0)
19 Nov 1978,Near Leh- IndiaMilitary - Indian Air Force,Antonov An-12?,77/77(1)
21 Nov 1978,Near Rubio- VenezuelaTaxi Aereo el Venado,Douglas C-47AHK-1393,27/27(0)
25 Nov 1978,Hydaburg- AlaskaTyee Airlines - Air Taxi,de Havilland DHC-2N37906,5/5(0)
28 Nov 1978,Hartford- ConnecticutCorporate Air - Air Taxi,Aerostar 601PN8999A,3/3(0)
04 Dec 1978,Near Steamboat Springs- ColoadoRocky Mountain Airways,de Havilland Canada DHC-6 Twin Otter 300N25RM,2/22(0)
16 Dec 1978,Selvapiana- ItalyAir 70,Cessna 421 Golden EagleI-ASON,10/10(0)
17 Dec 1978,Hyderabad- IndiaIndian Airlines,Boeing B-737-2A8VT-EAL,1/132(3)
19 Dec 1978,Morton- IllinoisGalesburg Aviation - Air Taxi,Cessna 210LN4638Q,2/2(0)
21 Dec 1978,Chevak- AlaskaChugiak Aviation - Air Taxi,Cessna 207N7378U,2/7(0)
23 Dec 1978,Off Cinisi- Sicily- ItalyAlitalia,McDonnell Douglas DC-9-32I-DIKQ,108/129(0)
26 Dec 1978,Turks & Caicos Islands- CaribbeanHaïti Air Inter,Britten Norman BN-2A IslanderHH-CNB,10/10(0)
28 Dec 1978,Portland- OregonUnited Air Lines,McDonnell Douglas DC-8-61N8082U,10/189(0)
