Date,Location,Aircraft Type/ Registration,Fatalities
22 Jun 1992,Norlisk- RussiaKrasnoyarsk Airlines,Antonov AN-12CCCP-11896,10/12(0)
28 Jun 1992,St. Thomas- Virgin IslandsCaribbean Air Carrier - Air Taxi,Piper PA-23-250N59LD,4/4(0)
05 Jul 1992,Near Iyakochchi- Sri LankaMilitary - Sri Lanka Air Force,Shaanxi Y-8DCR872,19/19(0)
13 Jul 1992,Bethel- AlaskaArctic Circle Air Service,Shorts SC-7 Skyvan 3A-200N20086,1/1(0)
14 Jul 1992,Near Nakhichevan- AzerbaijanMilitary - Russian Air Force,Antonov AN-12VCCCP-11111,29/34(0)
14 Jul 1992,Near Bir Fadl- YemenMilitary - Unified Yemen Air Force,Antonov An-12?,57/57(0)
20 Jul 1992,Tbilisi- GeorgiaGeorgian Air,Tupolev TU-154BCCCP-85222,24/24(4)
24 Jul 1992,Mt. Lalaboy-  IndonesiaMandala Airlines,Vickers Viscount 816PK-RVU,70/70(0)
24 Jul 1992,Near Skopje- MacedoniaVolga-Dnepr Airlines,Antonov 12BKCCCP-11342,8/8(0)
27 Jul 1992,Near Mexico City- MexicoAero Eslava,Vickers 798D ViscountXA-SCM,4/4(0)
28 Jul 1992,Iguape- BrazilCrasa - Air Taxi,Learjet 25CPT-LHU,6/6(0)
29 Jul 1992,Adjuntas- Puerto RicoAir Taxi - Western Helicopter Inc.,Bell 47J-2N8476E,4/4(0)
30 Jul 1992,JFK Airport- New York- New YorkTrans World Airlines,Lockheed L-1011N11002,0/292(0)
31 Jul 1992,Nanjing- Jiangsu- ChinaChina General Aviation Corporation,Yakovlev YAK-42DB-2755,108/126(0)
31 Jul 1992,Near Kathmandu- NepalThai Airways,Airbus A310-304HS-TID,113/113(0)
21 Aug 1992,Colorado- BoliviaServicios Aereos Santa Ana,Convair CV-440-80CP-1961,10/10(0)
25 Aug 1992,Hot Springs- ArizonaLone Star Airlines,Swearingen SA-227AC Metro IIIN342AE,3/3(0)
27 Aug 1992,Near Ivanovo- RussiaAeroflot,Tupolev TU-134ACCCP-65058,84/84(0)
27 Aug 1992,Gimli- Manitoba- CanadaNewCal Aviation,de Havilland Canada DHC-4T CaribouN400NC,3/3(0)
27 Aug 1992,Near Iquitos- PeruMilitary - Peruvian Air Force - TANS,de Havilland Canada DHC-6 Twin Otter 300FAP304,8/41(0)
27 Aug 1992,El SalvadorMilitary - Salvadorian Air Force,Fairchild C123KFAES121,12/14(0)
31 Aug 1992,Jamba- AngolaProfessional Aviation Services,Douglas DC-3ZS-DHX,3/17(0)
07 Sep 1992,Hinckley- IllinoisEXA Inc.,Beechcraft C-45HN3657G,12/12(0)
10 Sep 1992,Bellavista- PeruExpresso Aéreo,Fokker F-27 Friendship 500OB-1443,1/43(1)
12 Sep 1992,Kozyrevsk- RussiaKamchatka Airlines,Mil Mi-8 (helicopter)RA-22738,9/16(0)
16 Sep 1992,Hana- HawaiiAir Taxi - Hawaii Helicopters Inc.,Aerospatiale AS-350BN350SM,7/7(0)
18 Sep 1992,Off Curacao- Netherlands AntillesAero Ejecutivos,Douglas C-118AYV-502C,3/3(0)
19 Sep 1992,Bogota- ColombiaAvesca Colombia,Curtiss C-46F-1-CUHK-3468X,11/11(0)
21 Sep 1992,Near Kular- RussiaYakutavia,Mil Mi-8 (helicopter)RA-22651,10/10(0)
26 Sep 1992,Near Lagos- NigeriaMilitary - Federal Nigerian Air Force,Lockheed C-130HNAF911,158/158(0)
28 Sep 1992,Near  Kathmandu- NepalPakistan International Airlines,Airbus A300B4-203AP-BCP,167/167(0)
04 Oct 1992,Amsterdam- NetherlandsEl Al,Boeing B-747-258F4X-AXG,4/4(39)
07 Oct 1992,Berkeley Springs- West VirginiaMiltiary - U.S. Airforce,Lockheed C-130E Hercules63-7881,6/6(0)
08 Oct 1992,Near Dingxi- ChinaWuhan Airlines,Avia 14M-40B-4211,14/35(0)
09 Oct 1992,Mogadiscio- SomaliaKiev Production Association,Antonov 32CCCP-48088,1/13(0)
18 Oct 1992,Near Garut- Jawa- IndonesiaMerpati Nusantara Airlines,CASA 235-10PK-MNN,31/31(0)
19 Oct 1992,Near Usti Nem- RussiaSyktyvkar Avia,Antonov AN-28CCCP-28785,15/16(0)
21 Oct 1992,Near Lake Caballochoa- PeruMilitary - Peruvian Air Force,de Havilland Canada DHC-6 Twin Otter 300FAP306,8/11(0)
29 Oct 1992,Chita- RussiaAeroflot,Antonov AN-8CCCP-69346,13/14(0)
31 Oct 1992,Grand Junction- ColoradoAir Taxi - Alpine Aviation,Piper PA-42N250TJ,3/3(0)
08 Nov 1992,Kiana- AlaskaAir Taxi - Baker Aviation Inc.,Cessna 402CN67941,3/3(0)
11 Nov 1992,Off Bombay- IndiaMilitary - Indian Air Force,Mil Mi-8 (helicopter)?,20/20(0)
11 Nov 1992,Near Tver- RussiaMilitary - Russian Air Force,Antonov AN-22ACCCP-09303,33/33(0)
14 Nov 1992,Near Nha Trang- VietnamVietnam Airlines,Yakovlev YAK-40VN-A449,30/31(0)
15 Nov 1992,Near Porto Plata- Dominican RepublicAerocaribbean - Charter,Ilyushin IL-18DCU-T1270,34/34(0)
19 Nov 1992,Elk City- IdahoAir Taxi - Wilderness Aviation Inc.,Cessna T207AN6257H,3/3(0)
24 Nov 1992,Near Guilin- ChinaChina Southern Airlines,Boeing B-737-3Y0B-2523,141/141(0)
30 Nov 1992,Near Harlem- MontanaMilitary - U.S. Air Force / Military - U.S. Air Force,Lockheed C-141B / Lockheed C141B650255/660142,13/13(0)
09 Dec 1992,Uruapan- MexicoAero Sudpacifico,Britten-Norman BN-2B-27 IslanderXA-RML,9/9(0)
13 Dec 1992,Goma- CongoScibe Airlift Cargo Zaire,Fokker F-27 Friendship 400M9Q-CBH,37/37(0)
14 Dec 1992,Lata- GeorgiaMilitary - Russian Air Force,Mil Mi 8T (helicopter)?,61/61(0)
21 Dec 1992,Faro- Algarve- PortugalMartinair Holland NV,McDonnell Douglas DC-10-30CFPH-MBN,56/340(0)
22 Dec 1992,Tripoli- LibyaLibya Arab Airlines / Military -  Libya Air Force,Boeing B-727-2L5 / MiG23UB5A-DIA,157/157(0)
