Date,Location,Aircraft Type/ Registration,Fatalities
14 Mar 1970,Belem Bay- BrazilParaense Transportes Aereos,Fairchild-Hiller FH-227BPP-BUF,38/40(0)
16 Mar 1970,Near Da Nang- South VietnamMilitary - U.S. Navy,Lockheed EC-121P145927,23/31(0)
22 Mar 1970,Binghamton- New YorkCommuter Airline - Air Taxi,Beechcraft C-45HN497DM,3/11(0)
26 Mar 1970,Colorado City- ArizonaGrand Canyon Airlines,Piper PA-32N4121R,6/6(0)
01 Apr 1970,Casablanca- MoroccoRoyal Air Maroc,Aerospatiale Caravelle 3CN-CCV,61/82(0)
01 Apr 1970,Novosibirsk- RussiaAeroflot,Antonov AN-24VCCCP-47751,45/45(0)
02 Apr 1970,Cambridge- MarylandEast Coast Air - Air Taxi,Piper PA-32N3241W,3/3(0)
04 Apr 1970,Zaporozhye- UkraineAeroflot,Ilyushin IL-14PCCCP-52002,7/35(0)
20 Apr 1970,Psebai- RussiaAeroflot,Antonov An-2RCCCP-06333,14/14(0)
21 Apr 1970,Dak Seang- LaosMilitary - U.S. Air Force,Lockheed AC-130A Hercules54-1625,10/10(0)
21 Apr 1970,Manila- PhilippinesPhilippine Air Lines,Hawker Siddeley HS-748-209PI-C-1022,36/36(0)
25 Apr 1970,Rivolto- ItalyMilitary - Italian Air Force,Fairchild C-119GMM52-6018,19/19(0)
28 Apr 1970,Kainatu-  New GuineaTrans Australia Airlines,de Havilland Canada DHC-6 Twin Otter 100VH-TGR,8/11(0)
30 Apr 1970,Santa Bernardina- UruguayMilitary - U.S. Air Force,Fairchild C123?,17/17(0)
02 May 1970,Near St. Croix- US Virgin IslandsAntillean Airlines,McDonnell Douglas DC-9-33CFN935F,23/63(0)
04 May 1970,Hamilton AFB- CaliforniaMilitary - U.S. Air Force,Convair CV-24052-5822,13/14(0)
06 May 1970,Mogadishu- SomaliaSomali Airlines,Vickers 785D Viscount6O-AAJ,5/30(0)
09 May 1970,Pellston- MichiganExecutive Jet Sales Inc.,Gates Learjet 23N434EJ,6/6(0)
09 May 1970,Iligan- PhilippinesPhilippine Air Lines,Fokker F-27 Friendship 100PI-C532,1/33(0)
15 May 1970,Kishiniev- Moldavia- USSRAeroflot,Antonov AN-10CCCP11149,11/11(0)
22 May 1970,Off Puntarenas- Costa RicaLinea Aeropostal Venezolana LAV,Curtiss C-46A-55-CKYV-C-AMK,6/6(0)
26 May 1970,Near Tegucigalpa- HondurasAeroservicios,de Havilland DH-114 Heron 1BHR-ASN,6/6(0)
30 May 1970,Chamblee- GeorgiaLehigh Acres Development Inc.,Martin 404N40412,1/33(5)
01 Jun 1970,Tripoli- LibyaCeskoslovenske Aerolinie,Tupolev TU-104AOK-NDO,13/13(0)
02 Jun 1970,Roxas- PhilippinesPhilippine Air Lines,Fokker F-27 Friendship 100PI-C507,1/44(0)
10 Jun 1970,Near Huaricanga- PeruLADE,Fokker F-27 Friendship 400MTC-75,5/8(0)
03 Jul 1970,Near Arbucias- Gerona- SpainDan Air Services,de Havilland Comet 4G-APDN,112/112(0)
03 Jul 1970,McGrath- AlakskaReeder Flying Service,Douglas DC-3N154R,5/27(0)
05 Jul 1970,Toronto- CanadaAir Canada,McDonnell Douglas DC-8-63CF-TIW,109/109(0)
18 Jul 1970,North Atlantic OceanMilitary - Soviet Air Force,Antonov AN-22CCCP-09303,23/23(0)
24 Jul 1970,Lincoln- New MexicoDel Rio Flying Service - Air Taxi,Cessna 310JN3016L,7/7(0)
27 Jul 1970,Tokyo- JapanFlying Tiger Line,McDonnell Douglas DC-8-63AFN785FT,4/4(0)
30 Jul 1970,Pau- FranceMilitary - Forces Militaires Françaises,Nord 2501 Noratlas?,37/37(0)
03 Aug 1970,Near Las Vegas- NevadaMilitary - United States Navy,Lockheed P-3A Orion152159,10/10(0)
06 Aug 1970,Islamabad- PakistanPakistan International Airlines,Fokker F-27 Friendship 200AP-ALM,30/30(0)
09 Aug 1970,Near Cuzco- PeruLineas Aereas Nacionales SA (Peru),Lockheed 188A ElectraOB-R939,99/100(2)
12 Aug 1970,Taipei- TaiwanChina Airlines (Taiwan),NAMC YS-11A-219B-156,14/31(0)
26 Aug 1970,Near Tam Ky- South VietnamMilitary - U.S. Army,Boeing Vertol CH47B (helicopter)67-18445,30/32(0)
29 Aug 1970,Near Silchar- IndiaIndian Airlines,Fokker F-27 Friendship 400VT-DWT,39/39(0)
30 Aug 1970,Haringvreter- NetherlandsDutch Continental Airways,Britten-Norman BN-2A IslanderPH-NVA,3/10(0)
02 Sep 1970,Near Dnepropetrovsk- Ukraine- USSRAeroflot,Tupolev TU-124CCCP-45012,37/37(0)
02 Sep 1970, Lihovka- UkraineAeroflot,Tupolev Tu-124CCCP-45012,37/37(0)
03 Sep 1970,Near Leningrad- USSRAeroflot,Yakovlev YAK-40CCCP-87690,22/22(0)
08 Sep 1970,New York- New YorkTrans International Airlines,McDonnell Douglas DC-8-63CFN4863T,11/11(0)
09 Sep 1970,Orocovis- Puerto RicoSan Juan Air,Britten-Norman BN-2A IslanderN855JA,1/1(0)
22 Sep 1970,Cranbrook- CanadaEagle Flight - Air Taxi,Cessna T337BN2346S,4/4(0)
26 Sep 1970,Near Vagar- Faeroe Islands- DenmarkIcelandair,Fokker F-27 Friendship 300TF-FIL,8/34(0)
30 Sep 1970,Near Da Nang- VietnamAir Vietnam (South Vietnam),Douglas DC-3-DSTB- 305,38/38(0)
01 Oct 1970,Mys-Kammenyj- RussiaAeroflot,Antonov An-12BCCCP-11031,8/8(0)
02 Oct 1970,Near Taipei- TaiwanMilitary - U.S. Air Force,Lockheed C-130E64-0536,43/43(0)
02 Oct 1970,Mt. Trelease- near Silver Plume- ColoradoCharter- Golden Eagle Aviation Inc.,Martin 404N464M,32/40(0)
04 Oct 1970,Mahaffey- PennsylvaniaPrivate,Aero Commander 500-BN701X,2/2(0)
06 Oct 1970,Near Germiston- South AfricaNational Airways,Douglas DC-3ZS-DKR,3/11(0)
10 Oct 1970,Fort Dix- New JerseySaturn Airways,Lockheed L-100-20 HerculesN9248R,3/3(0)
16 Oct 1970,New Castle- DelawareDelaware Aviation - Air Taxi,Piper PA-28RN7667J,2/2(0)
28 Oct 1970,Pointe-à-Pitre- GuadeloupeAerocosta Colombia,Curtiss C-46DHK-792,2/4(0)
14 Nov 1970,Near Huntington- West VirginiaSouthern Airways,McDonnell Douglas DC-9-31N97S,75/75(0)
24 Nov 1970,Nar Can Tho- South VietnamMilitary - Vietnamese Air Force / Military - U.S. Army,de Havilland RU-6A Beaver /Bell UH-1H53-03724/560,18/18(0)
27 Nov 1970,Near Nha Trang- South VietnamMilitary - U.S. Air Force,Fairchild C-123K55-4574,79/79(0)
27 Nov 1970,Anchorage- AlaskaCapitol Airlines,McDonnell Douglas DC-8-63CFN4909C,47/229(0)
29 Nov 1970,Near Cam Ranh- South VietnamMilitary - U.S. Air Force,Fairchild C-123K54-0649,42/44(0)
02 Dec 1970,Dhaka- BangladeshCargolux,Canadair CL-44JTF-LLG,4/4(0)
05 Dec 1970,Delhi- IndiaJamair,Douglas DC-3VT-CZC,5/16(0)
07 Dec 1970,Near Constanta- RomaniaTarom,BAC One-Eleven  424EUYR-BCA,18/27(0)
19 Dec 1970,Panarah- PakistanMilitary - Russian Air Force,Antonov AN-22CCCP-09305,17/17(0)
28 Dec 1970,St. Thomas- Virgin IslandsTrans Caribbean Airways,Boeing B-727-2A7N8790R,2/55(0)
31 Dec 1970,Near Shemshernagar-  PakistanPakistan International Airlines,Fokker F-27 Friendship 200 AP-AUV,7/35(0)
31 Dec 1970,Leningrad- USSRAeroflot,Ilyushin IL-18BCCCP-75773,93/93(0)
31 Dec 1970,Off Algiers- AlgeriaRousseau Aviation,Nord 262EF-BNGB,31/31(0)
